identifier,series,control_symbol,title,contents_date_str,contents_start_date,contents_end_date,location,access_status,access_decision_date_str,access_decision_date,reasons,harvest_year,current_status,current_barcode,current_decision_date
1700643,A1838,250/9/10/3 PART 10,USA - Relations with Australia - Visits by Prime Minister of Australia,1976 - 1976,1976-01-01,1976-01-01,Canberra,Closed,22 Nov 2019,2019-11-22,Withheld pending adv,2019,Open,,2020-10-06
1700644,A1838,250/9/10/3 PART 11,USA - Relations with Australia - Visits by Prime Minister of Australia,1976 - 1976,1976-01-01,1976-01-01,Canberra,Closed,22 Nov 2019,2019-11-22,Withheld pending adv,2019,Open with exception,,2020-09-24
1700645,A1838,250/9/10/3 PART 12,USA - Relations with Australia - Visits by Prime Minister of Australia,1976 - 1976,1976-01-01,1976-01-01,Canberra,Closed,22 Nov 2019,2019-11-22,Withheld pending adv,2019,Open with exception,,2020-10-14
1700647,A1838,250/9/10/3 PART 13,USA - Relations with Australia - Visits by Prime Minister of Australia,1976 - 1977,1976-01-01,1977-01-01,Canberra,Closed,22 Nov 2019,2019-11-22,Withheld pending adv,2019,Open with exception,,2020-09-30
1700681,A1838,250/9/10/3/1 ANNEX A,USA - Relations with Australia - Briefs for Prime Ministers visit to USA,1976 - 1976,1976-01-01,1976-01-01,Canberra,Closed,22 Nov 2019,2019-11-22,Withheld pending adv,2019,Open,,2020-06-09
1700980,A1838,250/10/4/6 PART 3,USA - Relations with South Korea,1977 - 1977,1977-01-01,1977-01-01,Canberra,Closed,18 Apr 2017,2017-04-18,Withheld pending adv,2019,Open with exception,,2020-10-21
1700981,A1838,250/10/4/6 PART 4,USA - Relations with South Korea,1977 - 1978,1977-01-01,1978-01-01,Canberra,Closed,12 Apr 2017,2017-04-12,Withheld pending adv,2019,Open,,2020-10-27
1700983,A1838,250/10/4/6 PART 6,USA - Relations with South Korea,1979 - 1979,1979-01-01,1979-01-01,Canberra,Closed,18 Apr 2017,2017-04-18,Withheld pending adv,2019,Open with exception,,2020-10-21
1700985,A1838,250/10/4/6 PART 8,USA - Relations with South Korea,1980 - 1980,1980-01-01,1980-01-01,Canberra,Closed,12 Apr 2017,2017-04-12,Withheld pending adv,2019,Open,,2020-11-11
1700986,A1838,250/10/4/6 PART 9,USA - Relations with South Korea,1981 - 1983,1981-01-01,1983-01-01,Canberra,Closed,13 Apr 2017,2017-04-13,Withheld pending adv,2019,Open with exception,,2020-09-30
1700987,A1838,250/10/4/6 PART 10,USA - Relations with South Korea,1983 - 1984,1983-01-01,1984-01-01,Canberra,Closed,20 Apr 2017,2017-04-20,Withheld pending adv,2019,Open with exception,,2020-09-15
1700988,A1838,250/10/4/6 PART 11,USA - Relations with South Korea,1984 - 1985,1984-01-01,1985-01-01,Canberra,Closed,20 Apr 2017,2017-04-20,Withheld pending adv,2019,Open with exception,,2020-10-29
1700989,A1838,250/10/4/6 PART 12,USA - Relations with South Korea,1985 - 1985,1985-01-01,1985-01-01,Canberra,Closed,12 Apr 2017,2017-04-12,Withheld pending adv,2019,Open with exception,,2020-11-10
1700990,A1838,250/10/4/6 PART 13,USA - Relations with South Korea,1985 - 1987,1985-01-01,1987-01-01,Canberra,Closed,20 Apr 2017,2017-04-20,Withheld pending adv,2019,Open with exception,,2020-11-11
1700991,A1838,250/10/4/6 PART 14,USA - Relations with South Korea,1987 - 1988,1987-01-01,1988-01-01,Canberra,Closed,12 Apr 2017,2017-04-12,Withheld pending adv,2019,Open with exception,,2020-11-18
1702334,A1838,250/11/18 PART 16,USA - Defence - ANZUS,1984 - 1984,1984-01-01,1984-01-01,Canberra,Closed,19 Sep 2018,2018-09-19,33(1)(a)|Withheld pending adv,2019,Open with exception,,2020-01-22
1702338,A1838,250/11/18 PART 19,USA - Defence - ANZUS,1985 - 1985,1985-01-01,1985-01-01,Canberra,Closed,01 Nov 2013,2013-11-01,Withheld pending adv,2019,Open with exception,,2020-07-09
1725252,A1838,919/8/11/7 PART 7,Nuclear - Chemical warfare - Iran Iraq,1984 - 1984,1984-01-01,1984-01-01,Canberra,Closed,18 Nov 2013,2013-11-18,Withheld pending adv,2019,Open,,2020-09-16
1725832,A1838,919/10/5/2 PART 18,Non proliferation of nuclear weapons - Review of NPT,1980 - 1980,1980-01-01,1980-01-01,Canberra,Closed,05 Apr 2017,2017-04-05,Withheld pending adv,2019,Open,,2020-11-27
1727744,A1838,25/1/3/30 PART 1,France - Australia relations - Official level consultations,1975 - 1980,1975-01-01,1980-01-01,Canberra,Closed,21 Mar 2017,2017-03-21,Withheld pending adv,2019,Open with exception,,2020-11-12
1728562,A1838,31/1 PART 3,Greece - Foreign policy - General,1981 - 1985,1981-01-01,1985-01-01,Canberra,Closed,15 May 2019,2019-05-15,Withheld pending adv,2019,Open with exception,,2020-01-08
1728764,A1838,696/8/1 PART 6,South Vietnam - Political and General,1967 - 1968,1967-01-01,1968-01-01,Canberra,Closed,05 Aug 2014,2014-08-05,Withheld pending adv,2019,Open with exception,,2020-02-26
1728830,A1838,48/1/3 PART 19,Poland - Relations with Australia,1982 - 1982,1982-01-01,1982-01-01,Canberra,Closed,13 Nov 2013,2013-11-13,Withheld pending adv,2019,Open with exception,,2020-03-20
1728844,A1838,48/1/3 PART 26,Poland - Relations with Australia,1983 - 1983,1983-01-01,1983-01-01,Canberra,Closed,12 Oct 2016,2016-10-12,Withheld pending adv,2019,Open with exception,,2020-10-26
1728855,A1838,48/1/3/4 PART 4,Poland - Visitors to Australia,1978 - 1983,1978-01-01,1983-01-01,Canberra,Closed,12 Oct 2015,2015-10-12,Withheld pending adv,2019,Open with exception,,2020-07-01
1729247,A1838,697/8/2 PART 6,Indian Ocean - USSR activities,1972 - 1972,1972-01-01,1972-01-01,Canberra,Closed,23 Feb 2017,2017-02-23,Withheld pending adv,2019,Open with exception,,2020-07-09
1729585,A1838,731/3/1,Japan - Commercial relations trade representation,1948 - 1951,1948-01-01,1951-01-01,Canberra,Closed,18 Mar 2019,2019-03-18,Withheld pending adv,2019,Open,,2020-11-23
1730454,A1838,145/2/1 PART 9,Seychelles - Political - General,1985 - 1986,1985-01-01,1986-01-01,Canberra,Closed,10 May 2017,2017-05-10,Withheld pending adv,2019,Open with exception,,2020-06-18
1730475,A1838,146/2/1 PART 6,Mauritius - Political - General,1981 - 1982,1981-01-01,1982-01-01,Canberra,Closed,28 Jun 2019,2019-06-28,Withheld pending adv,2019,Open with exception,,2020-02-19
1730509,A1838,149/2/1,Botswana (Bechuanaland) - Political - General,1957 - 1976,1957-01-01,1976-01-01,Canberra,Closed,18 Apr 2017,2017-04-18,Withheld pending adv,2019,Open with exception,,2020-09-15
1730520,A1838,149/11/128 PART 1,Botswana - Relations with South Africa,1966 - 1984,1966-01-01,1984-01-01,Canberra,Closed,18 Apr 2017,2017-04-18,Withheld pending adv,2019,Open with exception,,2020-09-15
1730751,A1838,3014/2/1/2 PART 1,Vietnam - Political and general - Outlook for Vietnam,1969 - 1970,1969-01-01,1970-01-01,Canberra,Closed,28 Jan 2015,2015-01-28,Withheld pending adv,2019,Open with exception,,2020-02-06
1730879,A1838,154/2/1 PART 9,Tanzania - Political - General,1968 - 1970,1968-01-01,1970-01-01,Canberra,Closed,11 Sep 2019,2019-09-11,Withheld pending adv,2019,Open with exception,,2020-10-15
1731431,A1838,155/20 PART 1,Africa - Pan African conferences - General,1962 - 1974,1962-01-01,1974-01-01,Canberra,Closed,23 Apr 2019,2019-04-23,Withheld pending adv,2019,Open with exception,,2020-09-09
1731489,A1838,155/21/1 PART 16,Africa - General - Indian Ocean - Political,1982 - 1983,1982-01-01,1983-01-01,Canberra,Closed,30 Jul 2015,2015-07-30,Withheld pending adv,2019,Open,,2020-01-06
1731784,A1838,155/21/1 PART 26,Africa - General - Indian Ocean - Political,1986 - 1987,1986-01-01,1987-01-01,Canberra,Closed,30 May 2016,2016-05-30,Withheld pending adv,2019,Open with exception,,2020-01-07
1731896,A1838,160/2/4 PART 3,Ceylon - Political - Elections,1965 - 1977,1965-01-01,1977-01-01,Canberra,Closed,22 Mar 2017,2017-03-22,Withheld pending adv,2019,Open with exception,,2020-01-29
1733092,A1838,69/1/1/2 PART 2,USSR [Union of Soviet Socialist Republics] - Foreign policy - Diplomacy and diplomatic service,1955 - 1985,1955-01-01,1985-01-01,Canberra,Closed,24 Oct 2011,2011-10-24,Withheld pending adv,2019,Open with exception,,2020-10-29
1743609,A1838,69/1/3/19 PART 1,USSR [Union of Soviet Socialist Republics] - Relations with Australia - Refugee and asylum,1985 - 1987,1985-01-01,1987-01-01,Canberra,Closed,27 Mar 2017,2017-03-27,Withheld pending adv,2019,Open with exception,,2020-06-15
1744580,A1838,69/1/4/27 PART 5,USSR [Union of Soviet Socialist Republics] - Relations with North Korea,1977 - 1985,1977-01-01,1985-01-01,Canberra,Closed,19 Dec 2014,2014-12-19,Withheld pending adv,2019,Open with exception,,2020-11-05
1745264,A1838,73/1/3/13/3 PART 2,Yugoslavia - Foreign policy - Extremism - Exchanges with Yugoslav authorities,1976 - 1985,1976-01-01,1985-01-01,Canberra,Closed,25 Mar 2015,2015-03-25,Withheld pending adv,2019,Open with exception,,2020-02-18
1746859,A1838,190/2/1 PART 95,Zimbabwe - Political - General,1983 - 1983,1983-01-01,1983-01-01,Canberra,Closed,27 Apr 2016,2016-04-27,33(1)(a)|33(1)(d)|Withheld pending adv,2019,Open with exception,,2020-10-15
1747651,A1838,169/7/1 PART 33,India - Foreign policy,1980 - 1980,1980-01-01,1980-01-01,Canberra,Closed,13 Nov 2019,2019-11-13,Withheld pending adv,2019,Open with exception,,2020-05-27
1747652,A1838,169/7/1 PART 34,India - Foreign policy,1980 - 1980,1980-01-01,1980-01-01,Canberra,Closed,25 Sep 2019,2019-09-25,Withheld pending adv,2019,Open,,2020-03-04
1747729,A1838,169/10/6 PART 9,India - Relations with Australia - Australian representation,1982 - 1983,1982-01-01,1983-01-01,Canberra,Closed,30 Oct 2019,2019-10-30,Withheld pending adv,2019,Open with exception,,2020-03-27
1747732,A1838,169/10/6 PART 11,India - Relations with Australia - Australian representation,1985 - 1988,1985-01-01,1988-01-01,Canberra,Closed,03 Oct 2019,2019-10-03,Withheld pending adv,2019,Open with exception,,2020-09-08
1751401,A1838,205/2/1 PART 15,Syria - Political - General,1980 - 1982,1980-01-01,1982-01-01,Canberra,Closed,04 Apr 2017,2017-04-04,Withheld pending adv,2019,Open with exception,,2020-11-11
1751404,A1838,205/2/1 PART 18,Syria - Political - General,1985 - 1986,1985-01-01,1986-01-01,Canberra,Closed,29 Mar 2017,2017-03-29,Withheld pending adv,2019,Open with exception,,2020-02-05
1751429,A1838,205/7/1 PART 5,Syria - External - General - Foreign policy,1985 - 1986,1985-01-01,1986-01-01,Canberra,Closed,04 Apr 2017,2017-04-04,Withheld pending adv,2019,Open with exception,,2020-09-09
1752667,A1838,228/4/1 PART 1,Brazil - Economic - General,1976 - 1981,1976-01-01,1981-01-01,Canberra,Closed,15 May 2019,2019-05-15,Withheld pending adv,2019,Open with exception,,2020-09-16
1753065,A1838,233/9/1 PART 8,Cuba - Relations with Australia,1980 - 1981,1980-01-01,1981-01-01,Canberra,Closed,30 May 2016,2016-05-30,Withheld pending adv,2019,Open with exception,,2020-06-16
1753070,A1838,233/9/1 PART 14,Cuba - Relations with Australia,1985 - 1986,1985-01-01,1986-01-01,Canberra,Closed,31 May 2016,2016-05-31,Withheld pending adv,2019,Open with exception,,2020-08-03
1753071,A1838,233/9/1 PART 15,Cuba - Relations with Australia,1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,16 May 2016,2016-05-16,Withheld pending adv,2019,Open with exception,,2020-06-29
1753072,A1838,233/9/1 PART 17,Cuba - Relations with Australia,1988 - 1988,1988-01-01,1988-01-01,Canberra,Closed,04 Apr 2017,2017-04-04,Withheld pending adv,2019,Open with exception,,2020-10-26
1754242,A1838,723/4 PART 9,Pacific economic and cultural cooperation,1979 - 1979,1979-01-01,1979-01-01,Canberra,Closed,05 Apr 2017,2017-04-05,Withheld pending adv,2019,Open,,2020-09-15
1754991,A1838,741/1 PART 11,Malaysia - Economic relations with Australia,1977 - 1977,1977-01-01,1977-01-01,Canberra,Closed,12 Jul 2019,2019-07-12,Withheld pending adv,2019,Open with exception,,2020-09-09
1754996,A1838,741/2 PART 30,Malaysia - Economic developments,1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,09 Sep 2019,2019-09-09,Withheld pending adv,2019,Open with exception,,2020-02-19
1755950,A1838,693/10/1 PART 2,United States projects in space - Skylab space shuttle and tracking and data relay satellites [TDRS],1984 - 1985,1984-01-01,1985-01-01,Canberra,Closed,02 Dec 2013,2013-12-02,Withheld pending adv,2019,Open with exception,,2020-11-26
1756947,A1838,694/12 PART 2,Japan - Distribution of information - Co-operative mapping agreement between Australia and United States of America,1954 - 1954,1954-01-01,1954-01-01,Canberra,Closed,17 Dec 2019,2019-12-17,Withheld pending adv,2019,Open,,2020-08-07
1756948,A1838,694/12 PART 3,Japan - Distribution of information - Co-operative mapping agreement between Australia and United States of America,1954 - 1957,1954-01-01,1957-01-01,Canberra,Closed,01 May 2019,2019-05-01,Withheld pending adv,2019,Open,,2020-03-16
1757057,A1838,820/1 PART 17,Poland - Economic - Relations with Australia,1981 - 1983,1981-01-01,1983-01-01,Canberra,Closed,17 Oct 2016,2016-10-17,Withheld pending adv,2019,Open,,2020-01-10
1757167,A1838,696/1/14/1 PART 1,Five power arrangements - Status of forces Malaysia Singapore - Basic documents,1970 - 1972,1970-01-01,1972-01-01,Canberra,Closed,20 Apr 2017,2017-04-20,Withheld pending adv,2019,Open,,2020-11-03
1757189,A1838,696/1/14/3 PART 1,Five power arrangements - Status of forces Singapore,1970 - 1971,1970-01-01,1971-01-01,Canberra,Closed,26 Apr 2017,2017-04-26,Withheld pending adv,2019,Open,,2020-12-01
1757194,A1838,696/1/14/3 PART 4,Five power arrangements - Status of forces Singapore,1971 - 1972,1971-01-01,1972-01-01,Canberra,Closed,26 Apr 2017,2017-04-26,Withheld pending adv,2019,Open,,2020-11-25
1757350,A1838,838/1 PART 3,Cuba - Economic relations with Australia,1980 - 1987,1980-01-01,1987-01-01,Canberra,Closed,16 May 2016,2016-05-16,Withheld pending adv,2019,Open,,2020-03-16
1757436,A1838,696/6/4/5 PART 10,Defence policy - Butterworth - General,1982 - 1982,1982-01-01,1982-01-01,Canberra,Closed,24 Apr 2014,2014-04-24,Withheld pending adv,2019,Open,,2020-10-07
1757438,A1838,696/6/4/5 PART 11,Defence policy - Butterworth - General,1982 - 1983,1982-01-01,1983-01-01,Canberra,Closed,29 Apr 2014,2014-04-29,Withheld pending adv,2019,Open,,2020-01-14
1757535,A1838,696/7/6 PART 5,Singapore - Five power arrangements - Military real estate,1970 - 1971,1970-01-01,1971-01-01,Canberra,Closed,19 Apr 2017,2017-04-19,Withheld pending adv,2019,Open,,2020-10-07
1757541,A1838,696/7/6 PART 6,Singapore - Five power arrangements - Military real estate,1971 - 1971,1971-01-01,1971-01-01,Canberra,Closed,20 Apr 2017,2017-04-20,Withheld pending adv,2019,Open,,2020-11-19
1757573,A1838,696/7/6/9 PART 3,Five power arrangements - Rent for real estate - Singapore,1971 - 1971,1971-01-01,1971-01-01,Canberra,Closed,19 Apr 2017,2017-04-19,Withheld pending adv,2019,Open with exception,,2020-11-03
1757898,A1838,890/1,Anti-colonialism,1951 - 1954,1951-01-01,1954-01-01,Canberra,Closed,12 Dec 2019,2019-12-12,Withheld pending adv,2019,Open,,2020-08-18
1758643,A1838,892/3/1,"Trusteeship council - Strategic areas, Korea",1946 - 1947,1946-01-01,1947-01-01,Canberra,Closed,30 Mar 2017,2017-03-30,Withheld pending adv,2019,Open,,2020-01-16
1758859,A1838,899/5/2/7 PART 20,"Organisation commonwealth - The secretary general, Malcolm Fraser",1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,04 Nov 2019,2019-11-04,Withheld pending adv,2019,Open with exception,,2020-03-05
1759129,A1838,916/8 PART 19,African political subjects of United Nations concern - Southern Rhodesia and Mozambique's closure of border with Rhodesia,1976 - 1977,1976-01-01,1977-01-01,Canberra,Closed,24 Apr 2019,2019-04-24,Withheld pending adv,2019,Open with exception,,2020-03-05
1759984,A1838,699/1/6 PART 8,Pacific Ocean - Nuclear free zone,1975 - 1979,1975-01-01,1979-01-01,Canberra,Closed,12 Oct 2016,2016-10-12,Withheld pending adv,2019,Open with exception,,2020-03-10
1759996,A1838,1652/3/9 PART 2,Domestic violence in Australia - Turkish Armenian groups - Assassination of Turkish Consul General in Sydney 17/12/80,1980 - 1981,1980-01-01,1981-01-01,Canberra,Closed,14 Jul 2011,2011-07-14,Withheld pending adv,2019,Open with exception,,2020-08-11
1760134,A1838,699/5/3 PART 3,Defence - Australian relations with Republic of Vanuatu formerly New Hebrides,1980 - 1980,1980-01-01,1980-01-01,Canberra,Closed,23 Sep 2015,2015-09-23,Withheld pending adv,2019,Open,,2020-01-07
1762998,A1838,1710/10/2/2 PART 1,Legal - United Nations legal - Human rights - Humanitarian law in armed conflict - Chemical weapons - Precursors export control,1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,21 Jan 2015,2015-01-21,Withheld pending adv,2019,Open with exception,,2020-10-15
1763013,A1838,1710/10/4 PART 6,United Nations legal - Humanitarian law in armed conflict - Nuclear tests at Maralinga,1985 - 1986,1985-01-01,1986-01-01,Canberra,Closed,15 Apr 2019,2019-04-15,Withheld pending adv,2019,Open with exception,,2020-09-08
1773541,A5461,3/10/4/2 PART 1,Korea - Truce talks (cables),02 Jan 1952 - 27 May 1952,1952-01-02,1952-05-27,Canberra,Closed,16 Dec 2019,2019-12-16,Withheld pending adv,2019,Open,,2020-07-30
1773792,A5461,3/10/4/2 PART 4,Korea - Truce talks,06 Jan 1952 - 20 May 1953,1952-01-06,1953-05-20,Canberra,Closed,02 Jul 2019,2019-07-02,Withheld pending adv,2019,Open,,2020-02-26
1773793,A5461,3/10/4/2 PART 5,Korea - Truce talks,19 May 1953 - 17 Jun 1953,1953-05-19,1953-06-17,Canberra,Closed,02 Jul 2019,2019-07-02,Withheld pending adv,2019,Open,,2020-03-16
1773814,A5461,3/10/4/7 PART 3,Korea - preparation for political conference,17 Nov 1953 - 31 Dec 1953,1953-11-17,1953-12-31,Canberra,Closed,01 Jul 2019,2019-07-01,Withheld pending adv,2019,Open,,2020-01-23
1773815,A5461,3/10/4/7A PART 1,Korea - preparations for political conference,18 Aug 1952 - 26 Sep 1953,1952-08-18,1953-09-26,Canberra,Closed,01 Jul 2019,2019-07-01,Withheld pending adv,2019,Open,,2020-03-06
1773816,A5461,3/10/4/7A PART 2,Korea - preparations for political conference,26 Sep 1953 - 12 Nov 1953,1953-09-26,1953-11-12,Canberra,Closed,01 Jul 2019,2019-07-01,Withheld pending adv,2019,Open,,2020-03-16
1835486,A1945,65/4/4,United Kingdom Joint Intelligence Committee Reports - General - File No 2 [3.5cm],1959 - 1960,1959-01-01,1960-01-01,Canberra,Closed,15 Jan 1997,1997-01-15,33(1)(b)|Withheld pending adv,2019,Open with exception,,2020-11-25
1871645,A1838,1477/2/1 PART 2,Deportations from Australia - Policy - General,1977 - 1984,1977-01-01,1984-01-01,Canberra,Closed,03 Apr 2017,2017-04-03,Withheld pending adv,2019,Open with exception,,2020-11-11
1871765,A1838,1558/1/44 PART 15,International Court of Justice - Advisory opinions - French nuclear tests - Australia v's France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,28 Oct 2016,2016-10-28,Withheld pending adv,2019,Open,,2020-07-06
1871767,A1838,1558/1/44 PART 16,International Court of Justice - Advisory opinions - French nuclear tests - Australia v's France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,29 Aug 2016,2016-08-29,Withheld pending adv,2019,Open,,2020-01-10
1871768,A1838,1558/1/44 PART 17,International Court of Justice - Advisory opinions - French nuclear tests - Australia v's France,1973 - 1973,1973-01-01,1973-01-01,Canberra,Closed,23 Nov 2015,2015-11-23,Withheld pending adv,2019,Open,,2020-02-10
1872071,A1838,1733/3/2 PART 6,Law of the sea - Delimitation - Australia - Indonesia [Timor],1978 - 1979,1978-01-01,1979-01-01,Canberra,Closed,22 Dec 2009,2009-12-22,Withheld pending adv,2019,Open with exception,,2018-05-01
1872683,A1838,1634/78/4/1 PART 1,"Indo-chinese refugees - Other United Nations and international action - Special United Nations meetings, Geneva July 1975",1979 - 1979,1979-01-01,1979-01-01,Canberra,Closed,14 Jan 2011,2011-01-14,Withheld pending adv,2019,Open with exception,,2020-08-11
1873853,A1838,277/8/3 PART 37,Pacific area - Soviet interests in the Pacific,1988 - 1989,1988-01-01,1989-01-01,Canberra,Closed,07 Feb 2017,2017-02-07,Withheld pending adv,2019,Open with exception,,2020-01-14
1874713,A1838,666/68/46,The outlook for West Irian up to the end of 1969 [126pp],1968 - 1968,1968-01-01,1968-01-01,Canberra,Closed,12 Jul 2019,2019-07-12,Withheld pending adv,2019,Open with exception,,2020-02-10
1875418,A1838,697/8/5 PART 62,Defence policy - Indian Ocean - Zone of peace,1982 - 1982,1982-01-01,1982-01-01,Canberra,Closed,31 May 2016,2016-05-31,Withheld pending adv,2019,Open with exception,,2020-01-20
1875738,A1838,862/5 PART 1,"UNESCO [United Nations Educational, Scientific and Cultural Organisation] - Delegations Australian",1947 - 1948,1947-01-01,1948-01-01,Canberra,Closed,30 Oct 2019,2019-10-30,Withheld pending adv,2019,Open,,2020-09-09
1876358,A1838,3034/11/54,Indonesia - Relations with Czechoslovakia,1953 - 1985,1953-01-01,1985-01-01,Canberra,Closed,24 Nov 2017,2017-11-24,Withheld pending adv,2019,Not yet examined,,2020-11-05
1876434,A1838,1957/11 PART 1,Security - Communism - General,1951 - 1970,1951-01-01,1970-01-01,Canberra,Closed,24 Oct 2019,2019-10-24,Withheld pending adv,2019,Open with exception,,2020-03-04
1887147,A1838,1743/1/5 PART 7,Antarctic treaty decisive conference,1979 - 1979,1979-01-01,1979-01-01,Canberra,Closed,06 Jun 2011,2011-06-06,Withheld pending adv,2019,Open,,2020-09-21
1887148,A1838,1743/1/5 PART 8,Antarctic treaty decisive conference on the convention for the conservation of Antarctic marine living,1979 - 1979,1979-01-01,1979-01-01,Canberra,Closed,07 Jun 2011,2011-06-07,Withheld pending adv,2019,Open,,2020-01-15
1887521,A1838,3004/10/8 PART 1,South East Asia - Indo-Chinese refugees - Canadian policy,1979 - 1988,1979-01-01,1988-01-01,Canberra,Closed,18 Nov 2011,2011-11-18,Withheld pending adv,2019,Open,,2020-11-25
1887585,A1838,3027/7/3 PART 1,Malaysia's attitude towards ASEAN,1973 - 1976,1973-01-01,1976-01-01,Canberra,Closed,04 Apr 2017,2017-04-04,Withheld pending adv,2019,Open with exception,,2020-08-26
1887992,A1838,3126/2/1 PART 3,Democratic Peoples Republic of Korea - Republic of Korea - Relations - Military confrontation incidents on 38th parallel,1979 - 1984,1979-01-01,1984-01-01,Canberra,Closed,12 Oct 2015,2015-10-12,Withheld pending adv,2019,Open with exception,,2020-06-22
1901658,A1838,9/1/3 PART 8,Bulgaria - Relations with Australia,1983 - 1985,1983-01-01,1985-01-01,Canberra,Closed,23 May 2019,2019-05-23,Withheld pending adv,2019,Open with exception,,2020-07-01
1903144,A1838,655/2/3 PART 12,Defence policy planning and analysis - Australian foreign policy - Submissions to the Minister,1985 - 1985,1985-01-01,1985-01-01,Canberra,Closed,30 Jan 2014,2014-01-30,Withheld pending adv,2019,Open with exception,,2020-10-26
3018277,A1209,1981/855 PART 1,Uranium - United States of America - Anti-Trust Laws - Westinghouse case,1981 - 1981,1981-01-01,1981-01-01,Canberra,Closed,28 Jul 2014,2014-07-28,Withheld pending adv,2019,Open with exception,,2020-01-02
3034425,A1209,1957/4935 PART 1,NATO - Planning Board for ocean shipping,1957 - 1957,1957-01-01,1957-01-01,Canberra,Closed,10 Dec 2019,2019-12-10,Withheld pending adv,2019,Not yet examined,,2020-10-30
3034426,A1209,1957/4935 PART 2,NATO - Planning Board for ocean shipping,1957 - 1957,1957-01-01,1957-01-01,Canberra,Closed,10 Dec 2019,2019-12-10,Withheld pending adv,2019,Not yet examined,,2020-10-30
3039127,A1209,1958/5146,Cambodia - Economic and political reports 1958,1958 - 1958,1958-01-01,1958-01-01,Canberra,Closed,10 Oct 2019,2019-10-10,Withheld pending adv,2019,Open,,2020-04-08
3042352,A1209,1959/255,Cambodia - Economic and political reports 1959,1959 - 1959,1959-01-01,1959-01-01,Canberra,Closed,04 Nov 2019,2019-11-04,Withheld pending adv,2019,Open with exception,,2020-04-07
3043086,A1209,1960/99 PART 1,Indonesia - Economic and political reports 1960,1960 - 1960,1960-01-01,1960-01-01,Canberra,Closed,24 Nov 2017,2017-11-24,Withheld pending adv,2019,Not yet examined,,2020-11-05
3043087,A1209,1960/99 PART 2,Indonesia - Economic and political reports 1960,1960 - 1960,1960-01-01,1960-01-01,Canberra,Closed,24 Nov 2017,2017-11-24,Withheld pending adv,2019,Not yet examined,,2020-11-05
3043925,A1209,1961/190,Proposal for meeting of officials prior to Prime Ministers' conference 1961,1961 - 1961,1961-01-01,1961-01-01,Canberra,Closed,06 Aug 2012,2012-08-06,33(1)(a)|Withheld pending adv,2019,Open with exception,,2020-11-10
3043945,A1209,1961/287,Relief and re-settlement of Tibetan refugees,1961 - 1961,1961-01-01,1961-01-01,Canberra,Closed,30 May 2016,2016-05-30,Withheld pending adv,2019,Open,,2020-06-23
3045145,A1209,1964/6481,Indonesia - Anambas and Natuna Islands - JIB [Joint Intelligence Bureau] note,1964 - 1964,1964-01-01,1964-01-01,Canberra,Closed,14 Jul 2016,2016-07-14,Withheld pending adv,2019,Open with exception,,2020-03-11
3051916,A1209,1968/8754,International Court of Justice - Acceptance of compulsory jurisdiction,1955 - 1974,1955-01-01,1974-01-01,Canberra,Closed,07 May 2014,2014-05-07,Withheld pending adv,2019,Open,,2020-06-02
3054304,A1209,1967/7514,Aid for Vietnam National Liberation Front,1967 - 1967,1967-01-01,1967-01-01,Canberra,Closed,17 Oct 2013,2013-10-17,Withheld pending adv,2019,Open,,2020-01-21
3099252,A10302,1960/72,Ceylon,1956 - 1959,1956-01-01,1959-01-01,Canberra,Closed,04 Sep 2019,2019-09-04,Withheld pending adv,2019,Open,,2020-02-03
3111863,A452,1968/728,"Ajala, M A O - Nigerian journalist - Proposal to visit Papua/New Guinea [0.5cm]",1962 - 1967,1962-01-01,1967-01-01,Canberra,Closed,13 Nov 2019,2019-11-13,Withheld pending adv,2019,Open with exception,,2020-10-14
3112152,A452,1968/3706,Communist interest in the population of Nauru [1.5cm],1953 - 1967,1953-01-01,1967-01-01,Canberra,Closed,10 May 2013,2013-05-10,Withheld pending adv,2019,Open with exception,,2020-12-01
3122813,A452,1971/658,"Review of functions, placement and organisation of Police Special Branch, Papua New Guinea [3cms]",1970 - 1971,1970-01-01,1971-01-01,Canberra,Closed,23 Apr 2014,2014-04-23,Withheld pending adv,2019,Not yet examined,,2020-02-11
3122816,A452,1971/694,"Papua New Guinea border crossings and intelligence reports - Wutung Area, 1971 [2cms]",1971 - 1972,1971-01-01,1972-01-01,Canberra,Closed,25 Nov 2016,2016-11-25,Withheld pending adv,2019,Open,,2020-08-10
3123143,A452,1971/3172,Provision of secure communications for internal use in Papua/New Guinea [7 pages],1971 - 1972,1971-01-01,1972-01-01,Canberra,Closed,08 Dec 2015,2015-12-08,Withheld pending adv,2019,Not yet examined,,2020-11-20
3124421,A452,1973/2750,PNGIC [Papua New Guinea Intelligence Committee] - Monthly intelligence summary and Papua New Guinea Security Intelligence Organisation Intelligence Digest [5cm],1973 - 1975,1973-01-01,1975-01-01,Canberra,Closed,23 Jan 2017,2017-01-23,Withheld pending adv,2019,Open with exception,,2020-04-07
